names,artist_names,artist_genres,albums
Come As You Are,Nirvana,"['grunge', 'permanent wave', 'rock']",Nevermind (Remastered)
High and Dry,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",The Bends
Better Off Alone,Alice Deejay,['eurodance'],Who Needs Guitars Anyway?
Mambo No. 5 (a Little Bit of...),Lou Bega,['latin pop'],A Little Bit of Mambo
Return of the Mack,Mark Morrison,['british soul'],Return of the Mack
My Hero,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",The Colour And The Shape
Doo Wop (That Thing),Ms. Lauryn Hill,"['alternative r&b', 'conscious hip hop', 'hip hop', 'neo soul', 'new jersey rap', 'r&b', 'soul']",The Miseducation of Lauryn Hill
You Get What You Give,New Radicals,['pop rock'],Maybe You've Been Brainwashed Too
All That She Wants,Ace of Base,"['eurodance', 'europop', 'new wave pop']",The Sign
Enter Sandman (Remastered),Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",Metallica (Remastered)
Always,Bon Jovi,"['glam metal', 'rock']",Cross Road
Pretty Fly (For A White Guy),The Offspring,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",Americana
The Man Who Sold The World - Live,Nirvana,"['grunge', 'permanent wave', 'rock']",MTV Unplugged In New York
No Rain,Blind Melon,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rock']",Blind Melon
Nothing Compares 2 U,Sinéad O'Connor,"['lilith', 'new wave pop', 'singer-songwriter']",I Do Not Want What I Haven't Got
Fly Away,Lenny Kravitz,"['permanent wave', 'rock']",5
Alive,Pearl Jam,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock']",Ten
My Name Is,Eminem,"['detroit hip hop', 'hip hop', 'rap']",The Slim Shady LP
Changes,2Pac,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Greatest Hits
Give It Away,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",Blood Sugar Sex Magik (Deluxe Edition)
"What Is Love - 7"" Mix",Haddaway,"['eurodance', 'europop']",The Album
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']",Mellon Collie And The Infinite Sadness (Deluxe Edition)
It Ain't Over 'Til It's Over,Lenny Kravitz,"['permanent wave', 'rock']",Mama Said
Thank You,Dido,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",No Angel
Everybody Hurts,R.E.M.,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",Automatic For The People
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,['canadian pop'],Let's Talk About Love
Waterfalls,TLC,"['atl hip hop', 'contemporary r&b', 'dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",Crazysexycool
Buddy Holly,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",Weezer
Genie In a Bottle,Christina Aguilera,"['dance pop', 'pop']",Christina Aguilera (Expanded Edition)
I Got 5 On It,Luniz,"['g funk', 'oakland hip hop', 'west coast rap']",Operation Stackola
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",Life After Death (2014 Remastered Edition)
Regulate,Warren G,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",Regulate… G Funk Era
Are You Gonna Go My Way,Lenny Kravitz,"['permanent wave', 'rock']",Are You Gonna Go My Way
Shiny Happy People,R.E.M.,"['alternative rock', 'athens indie', 'permanent wave', 'rock']",Out Of Time (25th Anniversary Edition)
Semi-Charmed Life,Third Eye Blind,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge']",Third Eye Blind
"Boom, Boom, Boom, Boom!!",Vengaboys,"['bubblegum dance', 'eurodance', 'europop']",The Party Album!
Ordinary World,Duran Duran,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",Duran Duran
Crazy,Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",Get A Grip
They Don't Care About Us,Michael Jackson,"['r&b', 'soul']","HIStory - PAST, PRESENT AND FUTURE - BOOK I"
Closing Time,Semisonic,"['pop rock', 'post-grunge']",20th Century Masters: The Millennium Collection: Best Of Semisonic
Push,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",Yourself or Someone Like You
Insane in the Brain,Cypress Hill,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']",Black Sunday
Bed Of Roses,Bon Jovi,"['glam metal', 'rock']",Keep The Faith
There She Goes,The La's,['britpop'],The La's
When You Say Nothing At All,Ronan Keating,"['europop', 'talent show']",Ronan
"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,['canadian pop'],Falling into You
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",Armageddon - The Album
Jump Around - 30 Years Remaster,House Of Pain,"['gangster rap', 'hip hop', 'rap rock', 'west coast rap']",House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition]
Ironic - 2015 Remaster,Alanis Morissette,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']",Jagged Little Pill (2015 Remaster)
U Can't Touch This,MC Hammer,"['hip hop', 'miami bass']",Please Hammer Don't Hurt 'Em
Always Be My Baby,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']",Daydream
Ready or Not,Fugees,"['east coast hip hop', 'hip hop', 'neo soul', 'new jersey rap']",The Score (Expanded Edition)
The Boy Is Mine,Brandy,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",Never Say Never
Man! I Feel Like A Woman!,Shania Twain,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",Come On Over
The Sign,Ace of Base,"['eurodance', 'europop', 'new wave pop']",The Sign
Streets of Philadelphia - Single Edit,Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",Greatest Hits
I Try,Macy Gray,['neo soul'],On How Life Is
Coco Jamboo,Mr. President,"['eurodance', 'europop', 'german techno']",We See The Same Sun
Back for Good - Radio Mix,Take That,"['boy band', 'europop', 'talent show']",Nobody Else (Expanded Edition)
Butterfly,Crazy Town,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",The Gift Of Game
Boombastic,Shaggy,"['pop rap', 'reggae fusion']",Boombastic
Live And Let Die,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",Use Your Illusion I
It's All Coming Back to Me Now,Céline Dion,['canadian pop'],Falling into You
Around the World,Daft Punk,"['electro', 'filter house', 'rock']",Homework
Learning To Fly,Tom Petty and the Heartbreakers,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",Into The Great Wide Open
Gettin' Jiggy Wit It,Will Smith,"['hip hop', 'pop rap']",Big Willie Style
She's so High,Tal Bachman,['pop rock'],Tal Bachman
3AM,Matchbox Twenty,"['neo mellow', 'pop rock', 'post-grunge']",Yourself or Someone Like You
Don't Look Back In Anger - Remastered,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",(What's The Story) Morning Glory? (Deluxe Remastered Edition)
Ode To My Family,The Cranberries,"['irish rock', 'pop rock', 'rock']",No Need To Argue (The Complete Sessions 1994-1995)
One Headlight,The Wallflowers,"['pop rock', 'post-grunge']",Bringing Down The Horse
Slide,The Goo Goo Dolls,"['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",Dizzy up the Girl
Miami,Will Smith,"['hip hop', 'pop rap']",Big Willie Style
I'll Stand by You,Pretenders,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']",Last of the Independents
Loser,Beck,"['alternative rock', 'anti-folk', 'permanent wave', 'rock']",Mellow Gold
End Of The Road,Boyz II Men,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",Cooleyhighharmony (Bonus Tracks Version)
Pony,Ginuwine,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",R&B: From Doo-Wop To Hip-Hop
"Bills, Bills, Bills",Destiny's Child,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",The Writing's On The Wall
You're Still The One,Shania Twain,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",Come On Over
Teardrop,Massive Attack,"['downtempo', 'electronica', 'trip hop']",Mezzanine
Cryin',Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",Get A Grip
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,['eurodance'],Scatman's World
Breakfast At Tiffany's,Deep Blue Something,['pop rock'],Home
Lithium,Nirvana,"['grunge', 'permanent wave', 'rock']",Nevermind (Remastered)
I Love You Always Forever,Donna Lewis,['new wave pop'],Now in a Minute
Save Me (with Lainey Wilson),Jelly Roll,"['country rap', 'nashville hip hop', 'tennessee hip hop']",Whitsitt Chapel
Think I'm In Love With You,Chris Stapleton,"['contemporary country', 'outlaw country']",Think I’m In Love With You
Glory Days,Gabby Barrett,['contemporary country'],Glory Days
Different 'Round Here,Riley Green,"['contemporary country', 'country road', 'modern country rock']",Different 'Round Here
Where the Wild Things Are,Luke Combs,"['contemporary country', 'country']",Gettin' Old
World on Fire,Nate Smith,"['contemporary country', 'modern country pop']",NATE SMITH (DELUXE)
Heart They Didn't Break,Maddie & Tae,"['contemporary country', 'country', 'country road', 'modern country rock']",Heart They Didn't Break
Man Made A Bar (feat. Eric Church),Morgan Wallen,['contemporary country'],One Thing At A Time
Things I Take For Granted,Larry Fleet,['modern country pop'],Earned It
Country Boy's Dream Girl,Ella Langley,['modern country pop'],Country Boy's Dream Girl
TRUCK BED,HARDY,"['contemporary country', 'modern country pop']",the mockingbird & THE CROW
Burn It Down - Radio Edit,Parker McCollum,"['classic texas country', 'texas country']",Burn It Down (Radio Edit)
If You Were A Song,Abbey Cone,"['country pop', 'modern country pop']",If You Were A Song
I Can Feel It,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']",I Can Feel It
This Town's Been Too Good To Us,Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']",This Town's Been Too Good To Us
Save Me The Trouble,Dan + Shay,"['contemporary country', 'country', 'country road']","Save Me The Trouble, Heartbreak On The Map, Bigger Houses"
Bigger Mistakes,Mitchell Tenpenny,"['contemporary country', 'country road', 'heartland rock', 'modern country rock']",Bigger Mistakes
Can't Break Up Now,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']",Can't Break Up Now
Ain't Missin' You,Dylan Schneider,"['contemporary country', 'modern country rock']",Ain't Missin' You
See You Next Summer,Brian Kelley,['modern country pop'],See You Next Summer
Heartbroken - Jessie Version,Diplo,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant
Friends Like That,John Morgan,['modern country pop'],Friends Like That
Something's Gonna Kill Me,Corey Kent,"['modern country pop', 'texas country']",Something's Gonna Kill Me
I'm Not Pretty,Megan Moroney,['modern country pop'],Lucky
Old Dirt Roads,Owen Riegling,[],Old Dirt Roads
Mamaw's House,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",Mamaw's House
Out Of That Truck,Carrie Underwood,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop']",Out Of That Truck
Tucson Too Late,Jordan Davis,['contemporary country'],Bluebird Days
We Don't Fight Anymore,Carly Pearce,"['contemporary country', 'country', 'country road', 'modern country rock']",We Don't Fight Anymore
But I Got A Beer In My Hand,Luke Bryan,"['contemporary country', 'country', 'country road', 'modern country rock']",But I Got A Beer In My Hand
Last Rodeo,Restless Road,['modern country pop'],Last Rodeo
Hold On,Luke Grimes,['modern country pop'],Hold On
I’m In Love,Hailey Whitters,"['contemporary country', 'country pop', 'modern country pop']",I'm In Love
How I Learned To Pray (feat. Luke Combs),Charlie Worsham,['modern country rock'],How I Learned To Pray (feat. Luke Combs)
Back Then Right Now,Tyler Hubbard,"['contemporary country', 'modern country pop']",Back Then Right Now
goodbye looks good on you (feat. Mitchell Tenpenny),Alana Springsteen,"['contemporary country', 'country pop', 'modern country pop']",TWENTY SOMETHING
Let Your Boys Be Country,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",Highway Desperado
Christmas (Baby Please Come Home),Darlene Love,[],A Christmas Gift For You From Phil Spector
Have Yourself A Merry Little Christmas,Judy Garland,"['adult standards', 'torch song', 'vocal jazz']",Meet Me In St. Louis
I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,['novelty'],I Want a Hippopotamus for Christmas (Hippo the Hero)
Jingle Bells - Remastered 1999,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",A Jolly Christmas From Frank Sinatra
Santa Baby,Eartha Kitt,"['torch song', 'vocal jazz']",The Essential Eartha Kitt
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,['movie tunes'],Dr. Seuss' How The Grinch Stole Christmas! (Original TV Soundtrack)
Winter Wonderland,Darlene Love,[],A Christmas Gift For You From Phil Spector
Little Saint Nick,The Beach Boys,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",Christmas With The Beach Boys
When a Child Is Born,Johnny Mathis,"['adult standards', 'easy listening']",I Only Have Eyes For You
God Rest Ye Merry Gentlemen,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",White Christmas
Cool Yule,Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",The Decca Singles 1949-1958
A Marshmallow World,Darlene Love,[],A Christmas Gift For You From Phil Spector
(Everybody's Waitin' For) The Man With The Bag,Kay Starr,['torch song'],A Capitol Christmas
Christmas Time Is Here,Vince Guaraldi Trio,['jazz trio'],Charlie Brown Holiday Hits
"Caroling, Caroling",Nat King Cole,"['adult standards', 'lounge', 'soul', 'swing', 'vocal jazz']",The Christmas Song (Expanded Edition)
Happy Holiday / The Holiday Season,Andy Williams,"['adult standards', 'easy listening']",The Andy Williams Christmas Album
Merry Christmas Darling - Remix,Carpenters,"['adult standards', 'mellow gold', 'soft rock']",Christmas Portrait (Special Edition/Reissue)
Silver Bells,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",White Christmas
(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,"['adult standards', 'easy listening']",A Perry Como Christmas
Santa Claus Is Comin' to Town,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",Christmas Songs by Sinatra
O Tannenbaum,Vince Guaraldi Trio,['jazz trio'],A Charlie Brown Christmas [2012 Remastered & Expanded Edition]
I've Got My Love To Keep Me Warm,Ella Fitzgerald,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",Ella & Louis Christmas
O Come All Ye Faithful,Nat King Cole,"['adult standards', 'lounge', 'soul', 'swing', 'vocal jazz']",The Christmas Song (Expanded Edition)
My Favourite Things,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",Snowfall: The Tony Bennett Christmas Album
The First Noël,Andy Williams,"['adult standards', 'easy listening']",The Andy Williams Christmas Album
The Little Drummer Boy - Remastered 2006,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",Bing Crosby - Christmas Classics
Mary's Boy Child,Harry Belafonte,['calypso'],Greatest Hits
O Little Town of Bethlehem,Elvis Presley,"['rock-and-roll', 'rockabilly']",Elvis' Christmas Album
Linus And Lucy,Vince Guaraldi Trio,['jazz trio'],Charlie Brown Holiday Hits
"Baby, It's Cold Outside",Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",A Winter Romance
Mistletoe And Holly,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",Christmas
Pretty Paper,Roy Orbison,"['adult standards', 'classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'singer-songwriter']",The Essential Roy Orbison
What Are You Doing New Year's Eve?,Ella Fitzgerald,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",Ella Wishes You A Swinging Christmas (Expanded Edition)
Silent Night,Carpenters,"['adult standards', 'mellow gold', 'soft rock']",Christmas Portrait (Special Edition/Reissue)
Adeste Fideles,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",White Christmas
The Happiest Christmas Tree,Nat King Cole,"['adult standards', 'lounge', 'soul', 'swing', 'vocal jazz']",The Christmas Song (Expanded Edition)
Here We Come a-Caroling / We Wish You a Merry Christmas,Perry Como,"['adult standards', 'easy listening']",A Perry Como Christmas
O Christmas Tree,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",A Swingin' Christmas Featuring The Count Basie Big Band
What Child Is This/The Holly And The Ivy - Medley / Remastered 2006,Bing Crosby,"['adult standards', 'easy listening', 'lounge']",Bing Crosby - Christmas Classics
All I Want For Christmas (Is My Two Front Teeth),Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']",Christmas Classics
The Christmas Waltz - Remastered 1999,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",A Jolly Christmas From Frank Sinatra
"'Zat You, Santa Claus? - Single Version",Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",Ella & Louis Christmas
